,From Bank,To Bank,Amount Received,Receiving Currency,Amount Paid,Payment Currency,Payment Format,Is Laundering
5454,170943,169671,0.2533,Bitcoin,0.2533,Bitcoin,Bitcoin,0
5455,1277,21414,18978.17,US Dollar,18978.17,US Dollar,ACH,1
5456,17036,5082,149.29,Euro,149.29,Euro,Cheque,0
5457,25384,2293,3164.49,Euro,3164.49,Euro,ACH,1
5458,24523,11222,27.54,US Dollar,27.54,US Dollar,Credit Card,0
5459,54525,211,187572.43,Swiss Franc,187572.43,Swiss Franc,Cheque,0
5460,11832,117286,6133.3,Yen,6133.3,Yen,ACH,0
5461,115648,29572,27621.27,Yen,27621.27,Yen,Credit Card,0
5462,70,137268,1832.81,US Dollar,1832.81,US Dollar,Credit Card,1
5463,166369,216,5425.29,Saudi Riyal,5425.29,Saudi Riyal,ACH,1
5464,336749,336749,1386.19,Canadian Dollar,1386.19,Canadian Dollar,Reinvestment,0
5465,118939,217519,13365.26,Euro,13365.26,Euro,ACH,1
5466,1277,11265,93.86,US Dollar,93.86,US Dollar,Cheque,0
5467,36242,237958,9108.7,Canadian Dollar,9108.7,Canadian Dollar,Credit Card,0
5468,110198,29779,31724.26,Yuan,31724.26,Yuan,ACH,1
5469,15607,45907,2986402.56,Mexican Peso,2986402.56,Mexican Peso,Cheque,0
5470,15516,17289,80.79,Euro,80.79,Euro,Credit Card,0
5471,1720,24029,2102.66,Euro,2102.66,Euro,ACH,1
5472,11046,12274,68349249.28,Euro,68349249.28,Euro,ACH,1
5473,70,19,23782.67,Australian Dollar,23782.67,Australian Dollar,Cheque,1
5474,71172,70949,0.39113,Bitcoin,0.39113,Bitcoin,Bitcoin,0
5475,70,117743,278211.38,Yen,278211.38,Yen,Credit Card,1
5476,249331,248739,24125.32,Brazil Real,24125.32,Brazil Real,ACH,1
5477,113579,29900,881.42,Yuan,881.42,Yuan,Cash,0
5478,216,66761,9241.57,Saudi Riyal,9241.57,Saudi Riyal,ACH,0
5479,425,12063,2076.08,US Dollar,2076.08,US Dollar,ACH,1
5480,241503,212,23200.5,Australian Dollar,23200.5,Australian Dollar,Cash,0
5481,1,1,300.07,US Dollar,300.07,US Dollar,Cash,0
5482,256817,256817,1470.73,Swiss Franc,1470.73,Swiss Franc,Reinvestment,0
5483,11,394,10718.64,US Dollar,10718.64,US Dollar,ACH,1
5484,318236,17096,19019.72,Yen,19019.72,Yen,Credit Card,0
5485,120336,120336,7.98,US Dollar,7.98,US Dollar,Reinvestment,0
5486,70,110198,5979.44,Yuan,5979.44,Yuan,Cheque,1
5487,348004,146287,304.96,US Dollar,304.96,US Dollar,Cheque,0
5488,22031,22129,2601.53,US Dollar,2601.53,US Dollar,Credit Card,0
5489,13917,13917,883.8,Canadian Dollar,4486.71,Yuan,ACH,0
5490,229487,21393,785.59,US Dollar,785.59,US Dollar,ACH,1
5491,1835,211018,32.53,Euro,32.53,Euro,Credit Card,0
5492,224,425,3427.49,Euro,3427.49,Euro,ACH,1
5493,235889,10,907.7,Canadian Dollar,907.7,Canadian Dollar,ACH,1
5494,349,20,17678.42,US Dollar,17678.42,US Dollar,ACH,1
5495,218057,8814,1557.69,US Dollar,1557.69,US Dollar,ACH,1
5496,253379,52788,3668.61,Swiss Franc,3668.61,Swiss Franc,ACH,1
5497,31730,15680,8485.21,US Dollar,8485.21,US Dollar,Cheque,0
5498,13243,8318,10.63,US Dollar,10.63,US Dollar,Cheque,0
5499,70,3500,1010.15,US Dollar,1010.15,US Dollar,Credit Card,0
5500,70,5082,7.48,Euro,7.48,Euro,Cash,0
5501,339520,339520,8904.1,Canadian Dollar,8904.1,Canadian Dollar,Reinvestment,0
5502,1390,10881,183.85,Euro,183.85,Euro,ACH,1
5503,27,27,19349700.95,Yuan,19349700.95,Yuan,ACH,1
5504,212529,16293,7446.89,Euro,7446.89,Euro,Cash,0
5505,70,229123,31393.04,Rupee,31393.04,Rupee,Credit Card,1
5506,149205,248575,12182.03,Brazil Real,12182.03,Brazil Real,ACH,1
5507,2545,2545,7.09,US Dollar,7.09,US Dollar,Reinvestment,0
5508,124222,16584,4590.36,US Dollar,4590.36,US Dollar,ACH,1
5509,118871,218587,3077.66,Euro,3077.66,Euro,ACH,1
5510,214107,13125,2609.98,US Dollar,2609.98,US Dollar,ACH,0
5511,11,531,10688.52,US Dollar,10688.52,US Dollar,ACH,1
5512,349,137564,2886.32,US Dollar,2886.32,US Dollar,ACH,1
5513,1439,1,253.77,US Dollar,253.77,US Dollar,ACH,1
5514,22224,22224,33248.2,US Dollar,33248.2,US Dollar,Reinvestment,0
5515,255954,11265,4816.96,US Dollar,4816.96,US Dollar,ACH,1
5516,13395,162822,3763.28,US Dollar,3763.28,US Dollar,ACH,1
5517,215557,12,67702.49,Yen,67702.49,Yen,Cheque,0
5518,345332,19296,1042.08,Euro,1042.08,Euro,Credit Card,0
5519,170727,219,0.072291,Bitcoin,0.072291,Bitcoin,Bitcoin,0
5520,343932,143233,779.46,Australian Dollar,779.46,Australian Dollar,Credit Card,0
5521,233674,24,5.99,UK Pound,5.99,UK Pound,Cheque,0
5522,115212,21316,1953.31,Euro,1953.31,Euro,Cheque,0
5523,310292,29900,1764.11,Yuan,1764.11,Yuan,ACH,0
5524,11,12274,8099.56,Euro,8099.56,Euro,ACH,1
5525,116703,10,8577.99,Canadian Dollar,8577.99,Canadian Dollar,ACH,1
5526,27561,123800,336398.08,Rupee,336398.08,Rupee,ACH,0
5527,9976,7082,736.4,Yuan,736.4,Yuan,Credit Card,0
5528,240242,128110,3134.41,US Dollar,3134.41,US Dollar,ACH,1
5529,70,38920,323.25,Euro,323.25,Euro,Credit Card,1
5530,221585,221911,426729.03,Yen,426729.03,Yen,ACH,1
5531,23848,23848,3.17,Euro,3.17,Euro,Reinvestment,0
5532,224,423,691.96,Euro,691.96,Euro,ACH,1
5533,1394,11047,11273.59,US Dollar,11273.59,US Dollar,ACH,1
5534,4894,229487,2250.24,US Dollar,2250.24,US Dollar,Credit Card,0
5535,13354,13354,3038.63,US Dollar,3038.63,US Dollar,ACH,1
5536,29867,110299,246442300.94,Yuan,246442300.94,Yuan,ACH,1
5537,17289,19368,3453.26,Euro,3453.26,Euro,ACH,1
5538,11495,11770,18.84,US Dollar,18.84,US Dollar,Cheque,0
5539,124173,3100,1066259.89,US Dollar,1066259.89,US Dollar,ACH,0
5540,14195,251806,54.85,Euro,54.85,Euro,ACH,0
5541,70,22264,147195.74,Euro,147195.74,Euro,Cash,1
5542,235735,36975,230.32,Canadian Dollar,230.32,Canadian Dollar,Cash,0
5543,29915,29915,3649.68,US Dollar,3649.68,US Dollar,ACH,1
5544,3671,34851,6658.12,Euro,6658.12,Euro,Credit Card,0
5545,118939,12055,2839.68,Euro,2839.68,Euro,ACH,1
5546,1639,1639,7.4,US Dollar,7.4,US Dollar,Reinvestment,0
5547,11222,11222,191.66,US Dollar,191.66,US Dollar,Reinvestment,0
5548,17768,115329,1835614.61,Yuan,1835614.61,Yuan,Cheque,0
5549,24202,128929,281290.81,Rupee,281290.81,Rupee,ACH,1
5550,20,22129,1041049.56,US Dollar,1041049.56,US Dollar,ACH,1
5551,13191,210277,4801.79,Yuan,4801.79,Yuan,ACH,1
5552,112659,211524,26848.56,Yuan,26848.56,Yuan,ACH,1
5553,3533,22595,230.97,US Dollar,230.97,US Dollar,ACH,0
5554,149205,151944,56668.71,Brazil Real,56668.71,Brazil Real,Cheque,0
5555,5294,22264,1973.81,Euro,1973.81,Euro,Cheque,0
5556,5206,21414,1279.07,US Dollar,1279.07,US Dollar,ACH,1
5557,70,138879,11322.15,Canadian Dollar,11322.15,Canadian Dollar,Credit Card,0
5558,136393,14133,729.92,US Dollar,729.92,US Dollar,ACH,1
5559,124273,23,1958014.26,Yen,1958014.26,Yen,ACH,1
5560,235647,235647,3688.71,Canadian Dollar,3688.71,Canadian Dollar,Reinvestment,0
5561,19085,120336,1762.38,US Dollar,1762.38,US Dollar,ACH,1
5562,24317,28644,44784.16,US Dollar,44784.16,US Dollar,ACH,1
5563,70,139833,421012.05,US Dollar,421012.05,US Dollar,Cheque,1
5564,64059,266734,347.6,Saudi Riyal,347.6,Saudi Riyal,Cheque,0
5565,24320,19414,209414.48,Rupee,209414.48,Rupee,ACH,1
5566,4790,5687,81803184.92,US Dollar,81803184.92,US Dollar,ACH,1
5567,1135,113,41963.61,Mexican Peso,41963.61,Mexican Peso,ACH,1
5568,1126,14851,352.92,Euro,352.92,Euro,Credit Card,0
5569,2293,14851,37.4,Euro,37.4,Euro,Credit Card,0
5570,70,24869,64501.15,Rupee,64501.15,Rupee,Cheque,1
5571,394,11437,14031.4,Euro,14031.4,Euro,ACH,1
5572,70,3389,2863.25,US Dollar,2863.25,US Dollar,Cheque,1
5573,12386,1776,1397.38,Euro,1397.38,Euro,ACH,1
5574,5621,22435,2222.78,US Dollar,2222.78,US Dollar,ACH,1
5575,14,1217,14989.19,US Dollar,14989.19,US Dollar,ACH,1
5576,70426,71716,0.275652,Bitcoin,0.275652,Bitcoin,Bitcoin,1
5577,17803,124273,3591.15,US Dollar,3591.15,US Dollar,ACH,1
5578,11222,123807,217.14,US Dollar,217.14,US Dollar,Cheque,0
5579,0,229637,2807.77,Euro,2807.77,Euro,Cheque,0
5580,24643,3,739.78,Euro,739.78,Euro,ACH,1
5581,70,25885,582.14,Euro,582.14,Euro,Credit Card,1
5582,425,423,7434.22,Euro,7434.22,Euro,ACH,1
5583,3,12386,62.17,Euro,62.17,Euro,Credit Card,0
5584,15745,15745,129092.82,Yen,129092.82,Yen,Reinvestment,0
5585,1768,1231,4723.36,US Dollar,4723.36,US Dollar,ACH,1
5586,169335,73607,1.203941,Bitcoin,1.203941,Bitcoin,Bitcoin,0
5587,1776,21939,17696.72,US Dollar,17696.72,US Dollar,ACH,1
5588,1217,11701,11470.47,US Dollar,11470.47,US Dollar,ACH,1
5589,61332,262055,601.71,Euro,601.71,Euro,ACH,1
5590,153607,153802,370.17,Swiss Franc,370.17,Swiss Franc,Cheque,0
5591,27,531,15565.88,US Dollar,15565.88,US Dollar,ACH,1
5592,241979,241503,350387.32,Australian Dollar,350387.32,Australian Dollar,Cheque,0
5593,70,1199,11423.04,Shekel,11423.04,Shekel,Credit Card,1
5594,19104,17768,24061.39,Yuan,24061.39,Yuan,Cash,0
5595,2514,29154,977.17,Euro,977.17,Euro,ACH,1
5596,70,259555,9164.07,Shekel,9164.07,Shekel,Cheque,0
5597,23,0,10170.26,Euro,10170.26,Euro,ACH,1
5598,11,142146,4276.86,Australian Dollar,4276.86,Australian Dollar,Cheque,0
5599,125589,125589,9.24,Euro,9.24,Euro,Reinvestment,0
5600,19,23,65895.22,Ruble,65895.22,Ruble,Cheque,0
5601,21444,12274,3521.45,Euro,3521.45,Euro,ACH,1
5602,70,245681,4190.94,Mexican Peso,4190.94,Mexican Peso,Cash,1
5603,70,11968,1808.14,US Dollar,1808.14,US Dollar,Cheque,1
5604,29779,5893,24524.33,Yuan,24524.33,Yuan,ACH,1
5605,211012,17059,4002.64,Euro,4002.64,Euro,ACH,1
5606,70,18081,42.31,US Dollar,42.31,US Dollar,Credit Card,1
5607,70,11437,1673.75,Euro,1673.75,Euro,Cheque,1
5608,600,12274,225.3,Euro,225.3,Euro,Cash,0
5609,18121,18121,13.3,Euro,13.3,Euro,Reinvestment,0
5610,423,1126,9776.93,Euro,9776.93,Euro,Cheque,0
5611,70,22547,406.19,US Dollar,406.19,US Dollar,Cheque,1
5612,164876,159853,2119.25,US Dollar,2119.25,US Dollar,ACH,1
5613,70,17,1939.18,Swiss Franc,1939.18,Swiss Franc,Cash,0
5614,349170,349170,14854.29,Brazil Real,14854.29,Brazil Real,Reinvestment,0
5615,13243,2545,1457.0,US Dollar,1457.0,US Dollar,Cheque,0
5616,10,16,8683.27,Canadian Dollar,8683.27,Canadian Dollar,Cheque,0
5617,224,423,12133.34,Euro,12133.34,Euro,ACH,1
5618,13354,126413,511.47,US Dollar,511.47,US Dollar,ACH,1
5619,21828,226659,577.94,US Dollar,577.94,US Dollar,Cheque,0
5620,136009,136474,325.35,Canadian Dollar,325.35,Canadian Dollar,Credit Card,0
5621,115,115,52681.96,Saudi Riyal,52681.96,Saudi Riyal,Cheque,0
5622,70,269198,26.72,US Dollar,26.72,US Dollar,Credit Card,1
5623,30515,116648,26168.16,US Dollar,26168.16,US Dollar,ACH,1
5624,1835,20,7461.01,Euro,7461.01,Euro,ACH,1
5625,23,23,201021.24,Ruble,201021.24,Ruble,Cheque,0
5626,13125,25400,10530.96,Euro,10530.96,Euro,ACH,1
5627,23,349,5845.0,US Dollar,5845.0,US Dollar,ACH,1
5628,349,5571,232.9,US Dollar,232.9,US Dollar,Credit Card,0
5629,70,31635,431359.96,US Dollar,431359.96,US Dollar,Cash,1
5630,70,12966,128.39,US Dollar,128.39,US Dollar,Cash,0
5631,20,233345,26160.39,US Dollar,26160.39,US Dollar,Cheque,0
5632,219,273812,0.00222,Bitcoin,0.00222,Bitcoin,Bitcoin,0
5633,214,217,0.016899,Bitcoin,0.016899,Bitcoin,Bitcoin,0
5634,1217,15783,4019.91,US Dollar,4019.91,US Dollar,ACH,1
5635,134019,27234,3753.44,US Dollar,3753.44,US Dollar,ACH,1
5636,22086,24633,141436.64,US Dollar,141436.64,US Dollar,Cheque,0
5637,70,55677,9838.83,Yuan,9838.83,Yuan,Cheque,1
5638,131857,233005,4212.99,US Dollar,4212.99,US Dollar,ACH,1
5639,70,118871,664.67,Euro,664.67,Euro,Credit Card,1
5640,152768,253402,52.71,Swiss Franc,52.71,Swiss Franc,Cheque,0
5641,29867,112827,28848.81,Yuan,28848.81,Yuan,ACH,1
5642,24027,24027,9589.03,Euro,9589.03,Euro,Reinvestment,0
5643,70,112,19.73,Swiss Franc,19.73,Swiss Franc,Cheque,1
5644,270290,270290,6.0555,Bitcoin,6.0555,Bitcoin,Bitcoin,0
5645,153607,155710,4228.85,Swiss Franc,4228.85,Swiss Franc,ACH,1
5646,136009,235676,9765.64,Canadian Dollar,9765.64,Canadian Dollar,ACH,1
5647,23848,1835,13573.24,Euro,13573.24,Euro,ACH,1
5648,70,235492,1044.78,US Dollar,1044.78,US Dollar,Credit Card,1
5649,117286,18256,127235.47,Yen,127235.47,Yen,ACH,1
5650,10154,51871,649.06,Yuan,649.06,Yuan,Cash,0
5651,71535,270372,0.117178,Bitcoin,0.117178,Bitcoin,Bitcoin,0
5652,70,135558,182.91,Canadian Dollar,182.91,Canadian Dollar,Credit Card,1
5653,7530,6058,1001162.73,Euro,1001162.73,Euro,Cheque,0
5654,349,22124,45.08,US Dollar,45.08,US Dollar,ACH,0
5655,7,7,4322.73,UK Pound,4322.73,UK Pound,Cheque,0
5656,25384,5981,57.25,Euro,57.25,Euro,Credit Card,0
5657,152943,24317,4146.45,US Dollar,4146.45,US Dollar,ACH,1
5658,70,21828,143.62,US Dollar,143.62,US Dollar,Credit Card,1
5659,25400,216,56183.94,Saudi Riyal,56183.94,Saudi Riyal,ACH,1
5660,18890,22031,154.39,US Dollar,154.39,US Dollar,Cheque,0
5661,70,13354,34.97,US Dollar,34.97,US Dollar,Cash,1
5662,70,49700,88476.76,Brazil Real,88476.76,Brazil Real,Cheque,1
5663,23760,1807,89.7,US Dollar,89.7,US Dollar,Credit Card,0
5664,1720,110198,30017.7,Yuan,30017.7,Yuan,ACH,1
5665,21566,11,2156.08,Euro,2156.08,Euro,ACH,1
5666,11046,19521,62254.91,Yuan,62254.91,Yuan,ACH,1
5667,18890,219788,609.67,US Dollar,609.67,US Dollar,Cheque,0
5668,70,59033,8444.19,Shekel,8444.19,Shekel,Credit Card,1
5669,4,23,15800.67,Yen,15800.67,Yen,Cheque,0
5670,70,32125,161279.45,Euro,161279.45,Euro,Cash,1
5671,28393,243246,704.83,US Dollar,704.83,US Dollar,Cheque,0
5672,214,270372,8e-05,Bitcoin,8e-05,Bitcoin,Bitcoin,0
5673,18520,3,2306.5,Euro,2306.5,Euro,ACH,1
5674,5436,43642,450.13,Euro,450.13,Euro,ACH,1
5675,217215,225265,1448.75,Euro,1448.75,Euro,Cheque,0
5676,12055,6681,21792.26,Euro,21792.26,Euro,Cheque,0
5677,19,19,768.69,Ruble,768.69,Ruble,Reinvestment,0
5678,5981,25304,135.95,Euro,135.95,Euro,Credit Card,0
5679,17380,117912,24596.27,Yen,24596.27,Yen,Cheque,0
5680,144868,123520,125.78,Euro,125.78,Euro,Credit Card,0
5681,70,57466,2886.51,Shekel,2886.51,Shekel,Cheque,0
5682,224,18990,1776.95,US Dollar,1776.95,US Dollar,Cheque,0
5683,52788,152768,8049.72,Swiss Franc,8049.72,Swiss Franc,Wire,0
5684,113804,211564,111.1,Yuan,111.1,Yuan,Wire,0
5685,6681,15109,2968.93,Euro,2968.93,Euro,ACH,1
5686,11,349,87.49,US Dollar,87.49,US Dollar,Credit Card,0
5687,11,5383,7820.51,Euro,7820.51,Euro,ACH,1
5688,246242,46152,14.58,Mexican Peso,14.58,Mexican Peso,Credit Card,0
5689,112876,423,38.05,Euro,38.05,Euro,Credit Card,0
5690,151944,151944,53.59,Brazil Real,53.59,Brazil Real,Reinvestment,0
5691,14408,20,4046.85,US Dollar,4046.85,US Dollar,ACH,1
5692,23319,23319,57204.23,US Dollar,57204.23,US Dollar,Reinvestment,0
5693,218587,2293,1590.22,Euro,1590.22,Euro,ACH,1
5694,21414,5855,1964.1,US Dollar,1964.1,US Dollar,ACH,1
5695,19622,144292,89.92,Euro,89.92,Euro,Cheque,0
5696,129927,63681,475039.71,US Dollar,475039.71,US Dollar,ACH,0
5697,22595,22595,109868.65,US Dollar,109868.65,US Dollar,Reinvestment,0
5698,19836,12101,133933.86,Yuan,133933.86,Yuan,ACH,1
5699,1231,12,3994.92,US Dollar,3994.92,US Dollar,ACH,1
5700,136136,39448,4837.55,Canadian Dollar,4837.55,Canadian Dollar,Credit Card,0
5701,70,1277,66767.69,US Dollar,66767.69,US Dollar,Cheque,1
5702,70,142231,4347.57,Australian Dollar,4347.57,Australian Dollar,Cheque,1
5703,158841,29158,4630.91,US Dollar,4630.91,US Dollar,ACH,1
5704,24816,23544,56804.27,Rupee,56804.27,Rupee,ACH,1
5705,600,12386,5845.67,Euro,5845.67,Euro,ACH,1
5706,146776,146776,215224.14,Mexican Peso,215224.14,Mexican Peso,Reinvestment,0
5707,163470,216,1407.11,Saudi Riyal,1407.11,Saudi Riyal,ACH,1
5708,13243,8814,2016.49,US Dollar,2016.49,US Dollar,ACH,1
5709,19856,17180,3942.76,Yen,3942.76,Yen,Credit Card,0
5710,11,1,5336.82,US Dollar,5336.82,US Dollar,ACH,1
5711,18324,1,146.84,US Dollar,146.84,US Dollar,Credit Card,0
5712,70,210,1619.96,Brazil Real,1619.96,Brazil Real,Credit Card,1
5713,70,11046,1453.85,US Dollar,1453.85,US Dollar,Cheque,1
5714,70,12,8.14,US Dollar,8.14,US Dollar,Credit Card,1
5715,1110,20,3023.01,Euro,3023.01,Euro,ACH,1
5716,5855,215187,3999.94,US Dollar,3999.94,US Dollar,ACH,1
5717,70,214107,156378.27,US Dollar,156378.27,US Dollar,Cheque,0
5718,224231,23760,34.92,US Dollar,34.92,US Dollar,Credit Card,0
5719,64059,63779,10948.06,Saudi Riyal,10948.06,Saudi Riyal,ACH,1
5720,157900,257858,33748.61,Shekel,33748.61,Shekel,Cash,0
5721,1277,2860,2413.9,US Dollar,2413.9,US Dollar,ACH,1
5722,29919,22264,1792.62,Euro,1792.62,Euro,Cheque,0
5723,11968,133530,1664.04,US Dollar,1664.04,US Dollar,Cheque,0
5724,70,124359,566594040.72,Rupee,566594040.72,Rupee,Cheque,1
5725,3,11,4263.46,Euro,4263.46,Euro,ACH,1
5726,16293,22260,1892.97,Euro,1892.97,Euro,Cheque,0
5727,217798,139661,25.03,US Dollar,25.03,US Dollar,Credit Card,0
5728,318225,215478,26332.38,Yen,26332.38,Yen,Credit Card,0
5729,259592,257741,16824.77,Shekel,16824.77,Shekel,ACH,1
5730,141204,241036,2098.69,Australian Dollar,2098.69,Australian Dollar,Credit Card,0
5731,112711,112711,47.69,Yuan,47.69,Yuan,Reinvestment,0
5732,70,11314,459.28,Euro,459.28,Euro,Cheque,1
5733,260364,54765,4133.54,US Dollar,4133.54,US Dollar,ACH,1
5734,26922,692,1026.28,Yuan,1026.28,Yuan,Cheque,0
5735,22185,5571,4540.18,US Dollar,4540.18,US Dollar,ACH,1
5736,49700,11,4255.95,Brazil Real,4255.95,Brazil Real,ACH,1
5737,13512,12469,18058.32,Yuan,18058.32,Yuan,ACH,1
5738,3,52090,4599.07,Euro,4599.07,Euro,Cheque,0
5739,136474,136424,1625.38,Canadian Dollar,1625.38,Canadian Dollar,ACH,1
5740,13354,115216,182.17,US Dollar,182.17,US Dollar,Cheque,0
5741,1,3202,15417.26,US Dollar,15417.26,US Dollar,ACH,1
5742,120478,141996,38979.25,Euro,38979.25,Euro,ACH,1
5743,70,247652,207318.0,Euro,207318.0,Euro,Cheque,1
5744,70,152907,140.36,Swiss Franc,140.36,Swiss Franc,Cash,1
5745,70,11265,1377.73,US Dollar,1377.73,US Dollar,Cheque,1
5746,70,118699,509.83,US Dollar,509.83,US Dollar,Cheque,0
5747,24,135422,1694.77,UK Pound,1694.77,UK Pound,Cheque,0
5748,16866,16866,8139.3,US Dollar,8139.3,US Dollar,Reinvestment,0
5749,1291,19229,4624.89,US Dollar,4624.89,US Dollar,Credit Card,0
5750,12,20,14659.32,US Dollar,14659.32,US Dollar,ACH,1
5751,2196,12063,1358.53,US Dollar,1358.53,US Dollar,ACH,1
5752,70,5383,338.84,Euro,338.84,Euro,Credit Card,0
5753,149836,248623,888.6,Brazil Real,888.6,Brazil Real,Credit Card,0
5754,3533,110777,2578.69,US Dollar,2578.69,US Dollar,Credit Card,0
5755,13354,3533,3038.63,US Dollar,3038.63,US Dollar,ACH,1
5756,11046,15875,3707.19,US Dollar,3707.19,US Dollar,ACH,1
5757,24438,162225,655.6,US Dollar,655.6,US Dollar,Cash,0
5758,70,7058,7853.69,Euro,7853.69,Euro,Credit Card,1
5759,423,20,436.15,Euro,436.15,Euro,Cheque,0
5760,11,19,1700.6,Australian Dollar,1700.6,Australian Dollar,Credit Card,0
5761,248957,49096,27875.93,Brazil Real,27875.93,Brazil Real,Credit Card,0
5762,215107,11701,2852.22,US Dollar,2852.22,US Dollar,ACH,1
5763,119699,123260,1356618.52,Rupee,1356618.52,Rupee,ACH,1
5764,41348,141465,4330.34,Australian Dollar,4330.34,Australian Dollar,ACH,1
5765,225430,5312,308.18,Euro,308.18,Euro,ACH,0
5766,136474,138426,5886.61,Canadian Dollar,5886.61,Canadian Dollar,ACH,1
5767,49096,49096,126472.23,Brazil Real,126472.23,Brazil Real,Cheque,0
5768,0,16293,1586.14,Euro,1586.14,Euro,Credit Card,0
5769,12,15168,1704.5,Yuan,1704.5,Yuan,Cheque,0
5770,70,21246,135.08,US Dollar,135.08,US Dollar,Cheque,1
5771,70,11880,4342.01,US Dollar,4342.01,US Dollar,Credit Card,1
5772,25400,23726,13658.04,Euro,13658.04,Euro,ACH,1
5773,1277,70874,0.000128,Bitcoin,0.000128,Bitcoin,Bitcoin,0
5774,70,18890,521.89,US Dollar,521.89,US Dollar,Cheque,1
5775,22086,262366,692.61,US Dollar,692.61,US Dollar,ACH,0
5776,70,24317,1797.67,US Dollar,1797.67,US Dollar,Cash,1
5777,14851,423,13196.87,Euro,13196.87,Euro,Credit Card,0
5778,70,44253,2873.58,Euro,2873.58,Euro,Cheque,0
5779,12,23,355903.29,Yen,355903.29,Yen,ACH,1
5780,60175,158053,11344.06,Shekel,11344.06,Shekel,ACH,1
5781,212,43378,5684.77,Australian Dollar,5684.77,Australian Dollar,ACH,1
5782,223550,12,2.01,US Dollar,2.01,US Dollar,Credit Card,0
5783,70,14620,26.23,Euro,26.23,Euro,Cash,0
5784,324164,324164,711936.32,Rupee,711936.32,Rupee,Reinvestment,0
5785,18491,237318,234.11,Euro,234.11,Euro,Credit Card,0
5786,169671,170412,0.160205,Bitcoin,0.160205,Bitcoin,Bitcoin,0
5787,13590,23848,1379.9,Euro,1379.9,Euro,Cheque,0
5788,260017,58138,4093.36,Shekel,4093.36,Shekel,ACH,1
5789,24320,123260,8861.34,Rupee,8861.34,Rupee,ACH,0
5790,425,425,3.69,Euro,3.69,Euro,Reinvestment,0
5791,23041,15640,371.35,US Dollar,371.35,US Dollar,Credit Card,0
5792,15763,23726,213.37,Euro,213.37,Euro,Credit Card,0
5793,14640,2557,5251.61,Euro,5251.61,Euro,ACH,1
5794,1,1394,2078.19,US Dollar,2078.19,US Dollar,ACH,1
5795,144308,238579,1016.3,US Dollar,1016.3,US Dollar,ACH,1
5796,252676,156884,107.36,US Dollar,107.36,US Dollar,Credit Card,0
5797,44654,1776,2992.95,Euro,2992.95,Euro,ACH,1
5798,29154,218604,119.7,Euro,119.7,Euro,Cheque,0
5799,70,121254,1814258.07,Yen,1814258.07,Yen,Cheque,1
5800,237598,123496,735.59,Euro,735.59,Euro,ACH,1
5801,21316,21316,9.67,Euro,9.67,Euro,Reinvestment,0
5802,149034,214,714.84,Brazil Real,714.84,Brazil Real,Cheque,0
5803,11968,3202,4482.06,US Dollar,4482.06,US Dollar,ACH,1
5804,2860,1439,2134.91,US Dollar,2134.91,US Dollar,ACH,1
5805,64059,263025,2605958.0,Saudi Riyal,2605958.0,Saudi Riyal,Cheque,0
5806,160008,257741,13326.71,Shekel,13326.71,Shekel,ACH,1
5807,70,142146,1426.72,Australian Dollar,1426.72,Australian Dollar,Credit Card,1
5808,124359,124476,38766.89,Rupee,38766.89,Rupee,Cheque,0
5809,115648,119073,73179.4,Yen,73179.4,Yen,Cheque,0
5810,22435,29915,3014.34,US Dollar,3014.34,US Dollar,ACH,1
5811,70,27436,3898.18,Euro,3898.18,Euro,Cheque,1
5812,17831,5571,26122.25,US Dollar,26122.25,US Dollar,ACH,1
5813,247976,218303,3111.08,Euro,3111.08,Euro,ACH,1
5814,11,11,7337.27,Euro,7337.27,Euro,ACH,1
5815,70,115332,9626868.13,Euro,9626868.13,Euro,Cash,1
5816,213293,10154,16577.48,Yuan,16577.48,Yuan,ACH,1
5817,2175,18081,2574.45,US Dollar,2574.45,US Dollar,ACH,1
5818,65528,67682,4959.75,Saudi Riyal,4959.75,Saudi Riyal,Credit Card,0
5819,11047,22031,3218.5,US Dollar,3218.5,US Dollar,ACH,1
5820,70,112,8405.41,Swiss Franc,8405.41,Swiss Franc,Cheque,1
5821,210277,9534,31511.74,Yuan,31511.74,Yuan,ACH,1
5822,3533,13354,12880.52,US Dollar,12880.52,US Dollar,ACH,1
5823,221024,214342,2654.96,US Dollar,2654.96,US Dollar,ACH,1
5824,11968,23041,12249.89,US Dollar,12249.89,US Dollar,ACH,1
5825,1768,1638,11690.39,US Dollar,11690.39,US Dollar,ACH,1
5826,1812,116703,379.61,US Dollar,379.61,US Dollar,ACH,1
5827,70,215505,61.74,Euro,61.74,Euro,Cash,1
5828,115128,28102,4489.78,US Dollar,4489.78,US Dollar,ACH,1
5829,27,45104,12822.83,Australian Dollar,12822.83,Australian Dollar,ACH,1
5830,150028,50901,23169.96,Brazil Real,23169.96,Brazil Real,ACH,1
5831,23041,34293,5.05,UK Pound,5.05,UK Pound,Cheque,0
5832,2175,23041,11248.66,US Dollar,11248.66,US Dollar,ACH,1
5833,142114,143968,7063.7,Australian Dollar,7063.7,Australian Dollar,ACH,1
5834,241256,243704,58316.46,Australian Dollar,58316.46,Australian Dollar,ACH,0
5835,70,223281,24196.21,Rupee,24196.21,Rupee,Credit Card,1
